,AI and Machine Learning,Big Data,Blockchain and Cryptocurrency,IoT,AR and VR,Cybersecurity,Automation,Modeling,NLP,Quantum Computing,5G,Edge Computing,Data Analytics,Biotechnology,Nanotechnology,Wearable Technology,Voice User Interface (VUI),FinTech,Data Mining,Predictive Analysis,Chatbots,3D Printing,Smart Cities,Regtech,Insurtech,E-Commerce,Serverless Computing,Software/Platform/Infrastructure as a Service/Cloud Computing,Web Applications,doi
2010,31,2,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129395
2013,16,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129401
2020,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129360
2022,44,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129402
2026,71,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129409
2027,13,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129413
2030,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129414
2032,64,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129399
2044,58,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,19,0,8,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129421
2048,0,0,0,0,0,10,0,3,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129434
2063,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129455
2066,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129449
2072,29,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,33,0,5,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2023.129466
2088,43,1,0,0,0,0,0,97,1,0,0,0,2,0,0,0,1,0,6,0,9,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.129016
2090,30,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129246
2095,24,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129269
2110,14,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,29,1,1,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129193
2112,27,0,0,0,0,0,0,41,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129296
2127,68,3,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129320
2132,22,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129308
2133,1,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,1,0,0,14,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129311
2136,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129304
2153,16,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129356
2165,27,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129354
2185,14,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,1,0,0,10.1016/j.jhydrol.2023.129165
2189,102,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,7,0,23,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129147
2209,2,4,0,0,0,0,0,39,0,0,0,0,3,0,0,0,0,0,13,0,1,0,3,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129177
2214,21,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129199
2216,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129096
2225,50,1,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,18,3,3,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129205
2230,33,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,35,0,2,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2023.129229
2238,21,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129083
2241,49,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,42,6,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129200
2259,7,0,0,0,0,24,0,15,0,0,0,0,1,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129267
2264,9,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129276
2265,46,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129194
2277,33,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.129044
2282,6,16,0,0,0,0,0,59,0,0,0,0,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128961
2283,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129075
2289,28,0,0,0,0,0,0,27,2,0,1,0,1,0,0,0,2,0,15,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129110
2291,16,1,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129091
2302,18,1,0,0,0,0,0,46,2,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129115
2304,32,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,126,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129105
2319,45,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129121
2322,38,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129117
2324,40,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2023.129094
2342,18,2,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,10,0,0,0,1,0,0,0,0,2,0,10.1016/j.jhydrol.2023.129100
2354,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.129002
2361,11,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128954
2371,44,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,29,17,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128949
2385,21,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128981
2390,49,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.129014
2399,38,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128995
2405,10,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.129021
2406,35,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,2,2,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.129032
2418,52,1,0,0,0,0,1,21,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.129013
2430,13,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128992
2442,21,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.129030
2454,13,0,0,0,0,0,0,24,0,0,0,0,3,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128775
2457,13,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128836
2459,32,1,0,0,0,7,0,12,3,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128758
2480,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128956
2488,0,0,0,0,0,10,0,44,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128750
2500,12,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128980
2507,47,1,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128958
2522,20,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128976
2529,68,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,4,0,27,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128947
2531,11,1,0,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128983
2550,58,2,0,1,0,0,0,30,0,0,0,0,1,0,0,0,0,0,46,0,5,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128751
2553,17,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128812
2557,41,0,0,0,0,0,0,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128721
2568,19,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,31,0,0,0,5,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128835
2573,18,3,0,0,0,0,0,39,0,0,0,0,3,0,0,0,0,0,9,0,1,0,0,0,0,0,2,0,0,10.1016/j.jhydrol.2022.128779
2583,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128791
2587,27,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128766
2589,2,0,0,0,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128852
2591,23,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128727
2592,12,1,0,1,0,0,0,4,0,0,0,0,3,0,0,0,0,0,36,2,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128839
2597,96,1,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,14,0,1,0,1,1,0,0,0,0,1,10.1016/j.jhydrol.2022.128844
2598,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,1,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128838
2605,26,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2022.128857
2609,30,1,0,0,0,3,0,2,0,0,0,0,4,0,0,0,0,0,28,24,6,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128813
2614,18,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128854
2628,21,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128828
2631,19,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128803
2640,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128708
2643,41,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128642
2656,68,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128666
2658,35,3,0,0,0,0,0,6,2,0,5,0,2,0,0,0,1,0,33,2,2,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128608
2675,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,3,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128560
2681,43,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128600
2690,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128649
2694,27,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128566
2700,13,1,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128564
2729,22,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128562
2734,11,1,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,12,2,0,0,37,0,0,0,0,0,2,10.1016/j.jhydrol.2022.128694
2737,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128736
2756,28,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128555
2780,14,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,3,0,76,0,20,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128597
2791,35,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128567
2795,19,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2022.128612
2798,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128599
2799,18,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128577
2804,9,3,0,0,0,0,0,1,30,2,0,1,3,1,0,0,3,0,21,0,10,0,2,0,0,0,0,1,0,10.1016/j.jhydrol.2022.128551
2807,41,1,0,0,0,0,0,10,0,0,0,0,3,2,0,0,0,0,29,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128498
2808,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128496
2817,45,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128463
2821,32,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,20,0,1,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128511
2831,12,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,10.1016/j.jhydrol.2022.128534
2837,61,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,12,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128501
2845,31,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128447
2859,25,1,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128444
2860,3,0,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128456
2863,18,0,0,7,0,0,0,13,0,0,4,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128477
2872,0,0,0,0,0,14,0,92,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128434
2883,20,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128464
2884,24,1,0,0,0,0,0,105,0,0,2,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128495
2886,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128265
2897,12,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128323
2900,11,1,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128340
2906,53,2,0,0,0,0,0,11,0,0,0,0,3,1,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128341
2911,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128301
2917,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128349
2935,23,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128420
2938,24,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128394
2939,81,8,0,18,0,0,0,15,1,0,18,3,5,0,0,0,0,0,35,11,0,0,15,0,0,0,1,11,1,10.1016/j.jhydrol.2022.128332
2949,34,1,0,0,0,0,0,13,0,0,6,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128321
2958,11,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,41,34,1,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128389
2964,49,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128431
2970,2,0,0,0,0,9,0,15,0,0,0,0,3,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,10.1016/j.jhydrol.2022.128423
2978,13,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128217
2991,21,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128235
2997,45,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128262
3009,10,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128257
3021,35,55,0,0,0,0,0,3,0,0,0,0,58,0,0,0,0,0,9,3,0,0,4,0,0,1,0,0,0,10.1016/j.jhydrol.2022.128284
3022,47,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,8,0,11,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128295
3025,21,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128277
3034,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128264
3047,21,18,0,0,0,0,0,8,4,0,0,0,17,0,0,0,0,0,7,0,6,0,2,0,0,0,0,0,2,10.1016/j.jhydrol.2022.128312
3054,14,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128143
3061,71,1,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,35,10,6,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128150
3073,10,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128168
3074,40,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128153
3076,40,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128167
3081,28,1,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128177
3113,43,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2022.128197
3125,14,2,0,1,0,0,0,79,0,0,1,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,10.1016/j.jhydrol.2022.128229
3126,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128202
3128,15,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128206
3132,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128178
3148,13,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,34,0,0,0,4,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128015
3155,53,0,0,0,0,0,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127968
3158,32,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127969
3168,25,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,0,10.1016/j.jhydrol.2022.128080
3173,2,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,12,0,0,14,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128083
3182,12,1,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,10,1,0,0,1,0,0,0,1,0,0,10.1016/j.jhydrol.2022.128086
3185,18,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,1,0,2,0,0,0,0,1,0,10.1016/j.jhydrol.2022.128078
3195,11,0,0,0,0,0,0,67,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128109
3196,14,1,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128093
3198,13,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128101
3205,12,1,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128089
3212,17,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,2,0,11,0,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128099
3215,34,4,0,0,0,1,0,56,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128091
3216,21,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128081
3222,37,9,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,1,10.1016/j.jhydrol.2022.128122
3224,79,0,0,0,0,1,0,9,0,0,1,0,0,0,0,0,0,0,21,3,3,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128088
3232,21,2,0,2,0,0,0,3,0,0,0,0,2,0,0,0,0,1,10,1,0,0,3,0,0,0,0,0,0,10.1016/j.jhydrol.2022.128127
3257,61,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127788
3258,23,3,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127786
3277,43,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127822
3284,13,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127830
3310,18,0,0,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10.1016/j.jhydrol.2022.127844
